event_family_final,report_number,candidate_seq,claimed_contact_date,earliest_provable_public_date,public_date_basis,provenance_score,public_date_status,public_date_reason,public_date_cohort_status,public_date_cohort_reason,match_status,final_status,event_start_date,publication_lag_days_vs_event,publication_lag_days_vs_primary_source,publication_conflict_gap_bucket,observed_event_before_publication,current_public_evidence_kind,current_public_source_tier,current_public_source_bucket,current_public_source_label,current_public_source_url,best_available_source_tier,best_available_source_bucket,best_available_source_label,best_available_source_url,earliest_primary_source_date,earliest_mirror_source_date,earliest_secondary_source_date,event_title,claim_normalized
earthquake,367,5,2004-09-09,2020-02-11,manual_source_link:Future Of Mankind Contact Report 367 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2004-10-23,-5589,-6572,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 367 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_367,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-11,,"M 5.6 - 6 km NNW of T?kamachi, Japan","As soon as the quake is over, the next one will follow in the Nagaoka area with a magnitude of 6.0, followed by another one in November, which will be followed by others."
earthquake,369,33,2004-11-12,2020-02-12,manual_source_link:Future Of Mankind Contact Report 369 English translation page,1,public_date_ok,The current provable public date does not postdate the observed event date.,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",miss,included_in_statistics,,,,,False,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 369 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_369,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-12,,,"Unfortunately, the brute force of the two seaquakes will lead to further quakes, because every seaquake and landquake always causes further quakes worldwide as a chain reaction, especially when such large quakes occur as will be the case in the Indian Ocean on the 26th of December."
earthquake,383,2,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-03-20,-5457,-6424,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,"M 6.6 - 28 km NNW of Maebaru-ch??, Japan",Japan will be hit by a 7.0 magnitude earthquake on the 20th of March.
earthquake,383,3,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-03-28,-5449,-6416,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,"M 6.1 - 136 km SW of Sibolga, Indonesia","the Indian Ocean, off Sumatra, near the island of Nias, a new seaquake will occur on the 28th of March, with a magnitude of 8.7."
earthquake,383,26,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-04-10,-5436,-6403,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,"M 5.5 - 102 km SSW of Padang, Indonesia",On the 10th of April there is a new seaquake off Sumatra with a magnitude of 6.8.
earthquake,383,28,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2005-04-14,-5432,-6399,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,"M 5.7 - 115 km SSW of Padang, Indonesia",Another seaquake of magnitude 6.4 follows on the 14th of April.
earthquake,383,30,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2005-04-10,-5436,-6403,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,"M 5.9 - near the east coast of Honshu, Japan",There will also be a new earthquake in Japan on the 11th of April.
earthquake,383,31,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2005-04-08,-5438,-6405,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 383 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_383,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-27,,"M 6.1 - 189 km ESE of Vao, New Caledonia",a seaquake of magnitude 6.6 on the 12th of April in the Loyalty Islands.
earthquake,392,1,2005-06-25,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,near_hit,included_in_statistics,2005-12-21,,-6148,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 392 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_392,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2010-12-27,,"M 6.3 - 153 km S of Tomohon, Indonesia","– On 26th December 2004, the great seaquake and tsunami catastrophe occurred in Indonesia, whereby, as you have clarified, 359,796 humans ultimately lost their lives."
earthquake,394,5,2004-07-09,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,near_hit,included_in_statistics,2004-07-17,,-6670,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 394 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_394,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2020-03-16,,"M 5.6 - 40 km SSE of Kamogawa, Japan","On the 23rd of July, an earthquake measuring 6.1 on the Richter scale shook Japan's capital, Tokyo."
earthquake,400,7,2005-09-25,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2005-10-08,,-6222,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 400 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_400,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 7.6 - 21 km NNE of Muzaffar?b?d, Pakistan",But Pakistan will also be affected by a severe earthquake measuring 7.6 on October 8.
earthquake,400,8,2005-09-25,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,similar_only,included_in_statistics,2005-10-09,,-6221,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 400 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_400,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 5.7 - 14 km E of Battagram, Pakistan","From this quake in the north of Pakistan, near the Pakistani Muzaffarabad, which is followed shortly after the first by another one with a magnitude of 6.6, but which is then followed by dozens of unusually extremely strong aftershocks, and again a stronger one with a magnitude of 5.6 on 13th October."
earthquake,400,20,2005-09-25,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,similar_only,included_in_statistics,2005-12-18,,-6151,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 400 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_400,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 5.7 - 65 km NW of Sinabang, Indonesia","According to our precise investigations, the coming major earthquake in northern Pakistan, in which more than 50,000 humans lost their lives, is a direct consequence of the seaquake off Sumatra on 26th December 2004."
earthquake,401,2,2005-10-15,2020-03-26,manual_source_link:Future Of Mankind Contact Report 401 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-10-20,-5271,-6210,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 401 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_401,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2020-03-26,,"M 5.9 - 9 km WSW of Seferihisar, Turkey","another quake of magnitude 6 will follow these quakes in the night from the 20th to the 21st of October, which in turn will cause several aftershocks."
earthquake,401,4,2005-10-15,2020-03-26,manual_source_link:Future Of Mankind Contact Report 401 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-10-19,-5272,-6211,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 401 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_401,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2020-03-26,,"M 6.3 - 25 km ENE of ?arai, Japan",a seaquake of magnitude 6.5 off the coast of Ibaraki in Japan on the 19th of October.
earthquake,401,11,2005-10-15,2020-03-26,manual_source_link:Future Of Mankind Contact Report 401 English translation page,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2005-10-18,-5273,-6212,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 401 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_401,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2020-03-26,,"M 5.7 - 13 km SE of Lithakiá, Greece","Two further seaquakes will also occur in the Ionian Sea, on the 19th of October near the island of Zákynthos, with a magnitude of 6 on the Richter scale, and another one in the northwest off Greece, also in the Ionian Sea, this second seaquake having a magnitude of 4.9."
earthquake,402,2,2005-10-29,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 402 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2005-11-14,-1383,-6185,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 402 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_402,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 7.0 - 293 km ESE of Kamaishi, Japan","and on the 15th of November a more severe seaquake will occur in the sea in northern Japan, with a magnitude of 7.3."
earthquake,402,3,2005-10-29,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 402 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",near_hit,included_in_statistics,2005-11-06,-1391,-6193,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 402 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_402,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 5.1 - 17 km ENE of Baffa, Pakistan","the north of Pakistan will be shaken again by an earthquake of magnitude 6.0 on Sunday, the 6th of November."
earthquake,402,5,2005-10-29,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 402 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2005-11-12,-1385,-6187,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 402 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_402,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 4.4 - 2 km NNW of Brugg, Switzerland","On the evening of the 12th of November you can turn your attention to an occurence in Switzerland, because there will be an earthquake of magnitude 4.5 in the area of Mönthal and Laufenburg on the Rhine, which will not cause any significant damage, although the event will be felt in large parts of the country and also far into Germany."
earthquake,402,6,2005-10-29,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 402 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",similar_only,included_in_statistics,2005-11-17,-1380,-6182,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 402 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_402,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 6.8 - 68 km NNE of San Pedro de Atacama, Chile",Bolivia and Chile will also be shaken by a strong earthquake with a magnitude of 6.9 on the 17th/18th of November.
earthquake,402,7,2005-10-29,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 402 first page revision,1,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",similar_only,included_in_statistics,2005-11-19,-1378,-6180,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 402 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_402,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 10,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-10/,2022-10-21,2009-08-28,,"M 6.5 - 57 km SE of Sinabang, Indonesia","and on the 19th of November there will be another seaquake near Simelue Island about 200 kilometres off Sumatra, which will have a magnitude of 6.6."
earthquake,408,5,2006-01-05,,claimed_contact_date_only,1,no_public_date_evidence,No provable public date is recorded yet; current evaluation still depends on the claimed contact date fallback.,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,exact_hit,included_in_statistics,2006-01-08,,,,False,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 408 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_408,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 408 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_408,,2020-04-13,,"M 6.7 - 26 km NE of Kýthira, Greece","Next Sunday, the 8th of January, large parts of the Mediterranean area will be shaken by a strong seaquake that occurs at a depth of about 70 kilometres off the island of Kithira in the Peloponnesian region of Greece with a force of 6.9, shifting the land about six metres southward."
