event_family_final,report_number,candidate_seq,claimed_contact_date,earliest_provable_public_date,public_date_basis,provenance_score,public_date_status,public_date_reason,public_date_cohort_status,public_date_cohort_reason,match_status,final_status,event_start_date,publication_lag_days_vs_event,publication_lag_days_vs_primary_source,publication_conflict_gap_bucket,observed_event_before_publication,current_public_evidence_kind,current_public_source_tier,current_public_source_bucket,current_public_source_label,current_public_source_url,best_available_source_tier,best_available_source_bucket,best_available_source_label,best_available_source_url,earliest_primary_source_date,earliest_mirror_source_date,earliest_secondary_source_date,event_title,claim_normalized
politics_election,459,4,2008-02-03,2020-06-22,manual_source_link,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-02-13,-4513,-5364,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 459 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_459,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-06-22,,Apology to Australia's Indigenous Peoples,"What will be extraordinary, however, will be revealed on the 13th of February, when the Australian Prime Minister, Kevin Rudd, will officially apologise to the Aboriginal people for the humiliating and degrading things that have been done to them over two centuries by the English immigrants and Europeans who have settled in Australia."
politics_election,459,5,2008-02-03,2020-06-22,manual_source_link,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-02-17,-4509,-5360,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 459 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_459,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-06-22,,Kosovo Declaration of Independence,"Then on 17 February Kosovo is declared independent, which causes unrest in Serbia and Russia as well as in other states."
politics_election,459,6,2008-02-03,2020-06-22,manual_source_link,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-02-19,-4507,-5358,deep_archive_gap,True,manual_source_link,mirror_translation_page,mirror,Future Of Mankind Contact Report 459 English translation page,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_459,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2020-06-22,,Mensaje del Comandante en Jefe,"Then two events occur that affect Cuba and the USA, as Fidel Castro officially resigns from his office of state, which he has held in a murderous manner since 1959 until the 21st of February."
politics_election,555,1,2013-03-02,2017-11-09,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2013-03-13,-1702,-3509,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 555 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_555,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 13,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-13/,2022-10-21,2017-11-09,,Election of Pope Francis,"The Conclave will begin on the 12th of March, and already on the 13th of March a man from Argentina called Jorge Mario Bergoglio, who will call himself Francis, will be elected as the new Pope."
politics_election,829,17,2022-12-25,2023-01-01,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2022-12-31,-1,-2,tiny_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 829 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_829,official_figu_original,primary_official,FIGU official German PDF metadata for Contact Report 829,https://www.figu.org/files/figu_kontaktberichte/figu_kontaktbericht_829.pdf,2023-01-02,2023-01-01,,Death of Pope Emeritus Benedict XVI,"What you say is correct, but in the context of the papacy, it is worth mentioning that the previous pope, Ratzinger, who preceded the current pope and called himself Benedict XVI, will leave the world shortly, on the 31st of December 2022."
storm,366,12,2004-09-03,2020-02-11,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2004-09-13,-5629,-6612,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 366 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_366,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 09,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-9/,2022-10-21,2020-02-11,,Tropical Storm Jeanne formed in the Caribbean,"Further it turns out that the probably ever biggest hurricane of the last decades in the Caribbean will be only the precursor of another big hurricane, which gets the name Jeanne and which already forms before the big storm named Ivan even crosses the Gulf of Mexico, reaches America and on its way causes a lot of damage and disaster and takes far more than 2,000 lives and therefore has much worse effects than the predecessor."
storm,448,8,2007-04-27,2011-02-01,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2007-05-04,-1369,-5649,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 448 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_448,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2011-02-01,,Greensburg tornado devastated the town,"There is nothing extraordinary to mention for the coming days, because something special will only happen at the beginning of May, when in the USA, namely in the state of Kansas, the small town of Greenburgh will be completely destroyed by a tornado, which will also claim a small number of lives."
storm,464,5,2008-04-30,2016-09-28,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2008-05-03,-3070,-5284,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 464 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_464,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 11,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-11/,2022-10-21,2016-09-28,,Cyclone Nargis catastrophe struck Myanmar,Then on the 3rd of May a cyclone catastrophe will occur in Myanmar resp.
storm,574,7,2013-11-02,2020-11-18,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2013-11-18,-2557,-3259,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 574 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_574,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 13,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-13/,2022-10-21,2020-11-18,,Severe storm flooding struck Sardinia,"So in the near future, a devastating storm will also strike Sardinia, while a series of tornadoes will bring disaster to the USA."
storm,688,6,2017-08-20,2021-01-09,wiki_first_revision,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2017-08-25,-1233,-1883,deep_archive_gap,True,wiki_first_revision,mirror_revision_timestamp,mirror,Future Of Mankind Contact Report 688 first page revision,https://www.futureofmankind.co.uk/Billy_Meier/Contact_Report_688,official_figu_original,primary_official,FIGU shop product page for Plejadisch-plejarische Kontaktberichte Block 16,https://shop.figu.org/produkt/plejadisch-plejarische-kontaktberichte-block-16-2/,2022-10-21,2021-01-09,,Hurricane Harvey made catastrophic Texas landfall,"This also will be proven in a few days, namely in America in the state of Texas, where an exorbitant hurricane – with a speed of around 250 kilometres per hour, far exceeding anything previously experienced in those areas – will cause enormous damage and destruction, far exceeding what was caused by Hurricane Katrina from the 23rd–31st of August 2005 in Alabama, Louisiana and Cuba."
storm,863,6,2023-09-06,2023-09-18,publication_snapshot,2,event_precedes_publication,The currently recorded provable public date is later than the observed event date.,excluded_currently_unrescued,"The current provable public date still postdates the matched observed event, so the row remains excluded unless stronger earlier evidence is found.",exact_hit,included_in_statistics,2023-09-10,-8,-8,small_gap,True,publication_snapshot,official_figu_original,primary_official,FIGU official German PDF metadata for Contact Report 863,https://www.figu.org/files/figu_kontaktberichte/figu_kontaktbericht_863.pdf,official_figu_original,primary_official,FIGU official German PDF metadata for Contact Report 863,https://www.figu.org/files/figu_kontaktberichte/figu_kontaktbericht_863.pdf,2023-09-18,2023-09-18,,Storm Daniel caused deadly flooding in Libya,"If I remember correctly, Libya will also be hit by such a storm in the near future and thousands of human lives will be lost."
