event_family_final,report_number,candidate_seq,match_status,final_status,public_date_status,claimed_contact_date,earliest_provable_public_date,public_date_basis,current_public_source_tier,current_public_source_bucket,best_available_source_tier,best_available_source_bucket,earliest_primary_source_date,earliest_mirror_source_date,observed_probability_under_null,claim_normalized
earthquake,369,32,miss,included_in_statistics,public_date_ok,2004-11-12,2020-02-12,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-12,0.993255270861,"Unfortunately, the brute force of the two seaquakes will lead to further quakes, because every seaquake and landquake always causes further quakes worldwide as a chain reaction, especially when such large quakes occur as will be the case in the Indian Ocean on the 26th of December."
earthquake,383,2,exact_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.084834266627,Japan will be hit by a 7.0 magnitude earthquake on the 20th of March.
earthquake,383,3,exact_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.021969267955,"the Indian Ocean, off Sumatra, near the island of Nias, a new seaquake will occur on the 28th of March, with a magnitude of 8.7."
earthquake,383,26,exact_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.021969267955,On the 10th of April there is a new seaquake off Sumatra with a magnitude of 6.8.
earthquake,383,28,near_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.084259852043,Another seaquake of magnitude 6.4 follows on the 14th of April.
earthquake,383,30,near_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.035053410059,There will also be a new earthquake in Japan on the 11th of April.
earthquake,383,31,near_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.139213841796,a seaquake of magnitude 6.6 on the 12th of April in the Loyalty Islands.
earthquake,392,1,near_hit,included_in_statistics,event_precedes_publication,2005-06-25,2010-12-27,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2010-12-27,0.042395192109,"– On 26th December 2004, the great seaquake and tsunami catastrophe occurred in Indonesia, whereby, as you have clarified, 359,796 humans ultimately lost their lives."
earthquake,394,5,near_hit,included_in_statistics,event_precedes_publication,2004-07-09,2020-03-16,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-03-16,0.035053410059,"On the 23rd of July, an earthquake measuring 6.1 on the Richter scale shook Japan's capital, Tokyo."
earthquake,395,4,exact_hit,included_in_statistics,event_precedes_publication,2005-07-16,2020-03-17,wiki_first_revision:Future Of Mankind Contact Report 395 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-03-17,0.000309917353,already on 23rd/24th July there will be another seaquake of magnitude 7.2 in the area of the Nicobar Islands.
earthquake,400,7,exact_hit,included_in_statistics,event_precedes_publication,2005-09-25,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 400 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.000258271132,But Pakistan will also be affected by a severe earthquake measuring 7.6 on October 8.
earthquake,400,8,similar_only,included_in_statistics,event_precedes_publication,2005-09-25,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 400 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.007123521437,"From this quake in the north of Pakistan, near the Pakistani Muzaffarabad, which is followed shortly after the first by another one with a magnitude of 6.6, but which is then followed by dozens of unusually extremely strong aftershocks, and again a stronger one with a magnitude of 5.6 on 13th October."
earthquake,400,19,similar_only,included_in_statistics,event_precedes_publication,2005-09-25,2009-08-28,wiki_first_revision:Future Of Mankind Contact Report 400 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.027015619391,"According to our precise investigations, the coming major earthquake in northern Pakistan, in which more than 50,000 humans lost their lives, is a direct consequence of the seaquake off Sumatra on 26th December 2004."
earthquake,401,2,exact_hit,included_in_statistics,event_precedes_publication,2005-10-15,2020-03-26,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-03-26,0.00278580092,"another quake of magnitude 6 will follow these quakes in the night from the 20th to the 21st of October, which in turn will cause several aftershocks."
earthquake,401,4,exact_hit,included_in_statistics,event_precedes_publication,2005-10-15,2020-03-26,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-03-26,0.02514722818,a seaquake of magnitude 6.5 off the coast of Ibaraki in Japan on the 19th of October.
earthquake,401,11,near_hit,included_in_statistics,event_precedes_publication,2005-10-15,2020-03-26,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-03-26,0.006451034884,"Two further seaquakes will also occur in the Ionian Sea, on the 19th of October near the island of Zákynthos, with a magnitude of 6 on the Richter scale, and another one in the northwest off Greece, also in the Ionian Sea, this second seaquake having a magnitude of 4.9."
earthquake,402,2,near_hit,included_in_statistics,event_precedes_publication,2005-10-29,2009-08-28,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.013277141971,"on the 15th of November a more severe seaquake will occur in the sea in northern Japan, with a magnitude of 7.3."
earthquake,402,3,near_hit,included_in_statistics,event_precedes_publication,2005-10-29,2009-08-28,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.146942710681,"the north of Pakistan will be shaken again by an earthquake of magnitude 6.0 on Sunday, the 6th of November."
earthquake,402,5,exact_hit,included_in_statistics,event_precedes_publication,2005-10-29,2009-08-28,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.001032684371,"On the evening of the 12th of November you can turn your attention to an occurence in Switzerland, because there will be an earthquake of magnitude 4.5 in the area of Mönthal and Laufenburg on the Rhine, which will not cause any significant damage, although the event will be felt in large parts of the country and also far into Germany."
earthquake,402,6,similar_only,included_in_statistics,event_precedes_publication,2005-10-29,2009-08-28,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.102457615638,Chile will also be shaken by a strong earthquake with a magnitude of 6.9 on the 17th/18th of November.
earthquake,402,7,similar_only,included_in_statistics,event_precedes_publication,2005-10-29,2009-08-28,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.023371294295,"on the 19th of November there will be another seaquake near Simelue Island about 200 kilometres off Sumatra, which will have a magnitude of 6.6."
earthquake,408,5,exact_hit,included_in_statistics,event_precedes_publication,2006-01-05,2020-04-13,wiki_first_revision:Future Of Mankind Contact Report 408 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-04-13,0.001445459456,"Next Sunday, the 8th of January, large parts of the Mediterranean area will be shaken by a strong seaquake that occurs at a depth of about 70 kilometres off the island of Kithira in the Peloponnesian region of Greece with a force of 6.9, shifting the land about six metres southward."
earthquake,408,7,near_hit,included_in_statistics,event_precedes_publication,2006-01-05,2020-04-13,wiki_first_revision:Future Of Mankind Contact Report 408 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-04-13,0.049910166632,An even stronger seaquake of magnitude 7.7 will occur at the end of the month in the Banda Sea in eastern Indonesia.
earthquake,427,1,exact_hit,included_in_statistics,event_precedes_publication,2006-07-09,2008-02-03,wiki_first_revision:Future Of Mankind Contact Report 427 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-02-03,0.000929463942,"On the coming 17th of July, a severe seaquake of magnitude 7.9 will again occur in the Indian Ocean."
earthquake,436,2,near_hit,included_in_statistics,event_precedes_publication,2006-10-15,2020-05-11,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-05-11,0.007178936998,"Then there is a quake about 450 kilometres northeast of San Francisco with a magnitude of 5, followed by two quakes in Italy on the 24th of October with magnitudes of 4.4 and 3.7."
earthquake,436,4,exact_hit,included_in_statistics,event_precedes_publication,2006-10-15,2020-05-11,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-05-11,0.007001258302,"a seaquake of magnitude 5.7 will occur on the 26th of October in connection with the volcanic activity of Etna, shaking southern Italy and Sicily."
earthquake,436,5,miss,included_in_statistics,public_date_ok,2006-10-15,2020-05-11,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-05-11,0.976566576665,"This is indeed the case because we are doing a small study on seaquakes and earthquakes, and they are related to a major seaquake of magnitude 8.1 that will occur on the 15th of November near the Kuril Islands north of Japan."
earthquake,442,3,exact_hit,included_in_statistics,event_precedes_publication,2007-02-10,2008-02-03,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2008-02-03,0.000516475559,"On the 12th of February, next Monday, the Iberian Peninsula will be shaken from the Atlantic Ocean by a seaquake of magnitude 6.4, the vibrations of which will be felt as far as North Africa."
earthquake,446,6,exact_hit,included_in_statistics,event_precedes_publication,2007-03-17,2020-05-25,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-05-25,0.000206622242,"As a special event it should be mentioned that on March 25th a seaquake of magnitude 6.9 will occur off the west coast of Japan not far from the city of Noto, where a tsunami movement of hardly any significance will occur."
earthquake,446,8,similar_only,included_in_statistics,event_precedes_publication,2007-03-17,2020-05-25,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-05-25,0.023160954674,"Just one day later, an earthquake measuring 6.2 on the Richter scale occurs in the Hindu Kush in Afghanistan, spreading great terror and panic but not causing much destruction."
earthquake,446,9,exact_hit,included_in_statistics,event_precedes_publication,2007-03-17,2020-05-25,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-05-25,0.001600206137,"On the 13th of April, a major earthquake of magnitude 6.3 occurs in the Acapulco region of Mexico, shaking large parts of the country as far as the capital."
earthquake,453,18,exact_hit,included_in_statistics,event_precedes_publication,2007-07-14,2011-05-08,wiki_first_revision:Future Of Mankind Contact Report 453 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2011-05-08,0.001135894136,"Another severe seaquake of magnitude 8 occurs on the 16th of August off the coast of Peru, shaking mainly the cities of Pisco, Chincha, Cinete and Ica, as well as large parts of the country."
earthquake,455,6,exact_hit,included_in_statistics,event_precedes_publication,2007-10-29,2020-06-17,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-06-17,0.047991365871,"Then, on the 14th of November Chile is hit by a 7.8 magnitude quake, causing considerable damage to houses and other buildings."
earthquake,465,6,exact_hit,included_in_statistics,event_precedes_publication,2008-05-07,2020-07-06,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-07-06,0.000154970684,On the 12th of May there will be a major earthquake of magnitude 8 in the province of Sichuan in China.
earthquake,467,1,similar_only,included_in_statistics,event_precedes_publication,2008-06-28,2012-02-19,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2012-02-19,0.01086668465,Tomorrow there will be a seaquake of magnitude 6.3 near the Greek island of Rhodes.
earthquake,467,2,exact_hit,included_in_statistics,event_precedes_publication,2008-06-28,2012-02-19,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2012-02-19,0.999999988836,"will not cause much damage, as is the case with a 5.3 magnitude earthquake in China, although China will not be able to rest with quakes in the near future because new earthquakes are constantly occurring, which will also be the case in the month of August near Sichuan."
earthquake,467,3,exact_hit,included_in_statistics,event_precedes_publication,2008-06-28,2012-02-19,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2012-02-19,0.032822206986,"Also for Japan in the near future, violent seaquakes, such as one of magnitude 6.4 in the northeastern sea of Japan, and on the 23rd of July, another seaquake of magnitude 6.8 occurs."
earthquake,467,4,near_hit,included_in_statistics,event_precedes_publication,2008-06-28,2012-02-19,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2012-02-19,0.042395192109,"On the 7th of August a seaquake occurs in Indonesia, near Sambawa Island."
earthquake,519,1,exact_hit,included_in_statistics,event_precedes_publication,2011-04-02,2020-12-09,manual_source_link,mirror_translation_page,mirror,mirror_translation_page,mirror,,2020-12-09,0.002270498017,"And according to our investigations and calculations, a massive seaquake of magnitude 7.4 will occur again in the period from the 7th/8th of April."
earthquake,519,3,near_hit,included_in_statistics,event_precedes_publication,2011-04-02,2020-12-09,manual_source_link,mirror_translation_page,mirror,mirror_translation_page,mirror,,2020-12-09,0.028368699415,"In addition to all the following minor aftershocks, another severe seaquake of 7.1 magnitude will occur on the 11th of April."
earthquake,663,15,exact_hit,included_in_statistics,event_precedes_publication,2016-11-06,2016-11-27,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2016-11-27,0.008692689925,"on the 13th of November in New Zealand, namely in the area of 'Christchurch', with a strength of over 7.7 on the Richter scale."
earthquake,683,6,exact_hit,included_in_statistics,event_precedes_publication,2017-06-10,2021-01-02,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2021-01-02,0.025701050269,"That which concerns the Aegean is correct, because at the beginning of next week there will be another stronger quake in the Aegean."
earthquake,683,14,miss,included_in_statistics,public_date_ok,2017-06-10,2021-01-02,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2021-01-02,0.999948340437,"For Switzerland, it was the largest natural disaster to occur in historical times after the Basel earthquake of 1356, which, as I remember Sfath explaining, was to be calculated with a magnitude of 7.1 on the Richter scale and occurred on the 18th of October 1356, whereby the epicentre was near Reinach/Baselland, i.e."
earthquake,725,1,exact_hit,included_in_statistics,event_precedes_publication,2019-10-12,2019-12-30,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2019-12-30,0.026003002421,"We talked about upcoming events and I said that towards the end of next month, November, there will be a strong earthquake in Albania with many deaths, while in Yemen there will be an outbreak of dengue fever which will also cause many deaths."
epidemic,215,69,exact_hit,included_in_statistics,event_precedes_publication,1987-02-28,2007-10-04,wiki_first_revision:Future Of Mankind Contact Report 215 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-04,0.915953581953,"Also, an epidemic known as Ebola will cause many deaths, as well as other unknown epidemics."
epidemic,251,34,exact_hit,included_in_statistics,event_precedes_publication,1995-02-03,2007-10-05,wiki_first_revision:Future Of Mankind Contact Report 251 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.94615041462,"all this will not be enough, because another terrible epidemic will break out in Asia, which will be transmitted by waterfowl and migratory birds, which are immune to the disease, through their faeces to chickens, when the birds come into contact with chickens in search of food and excrete their excrement, which is then taken up by the poultry, thereby spreading the epidemic and also to humans, mammals and fish, etc."
epidemic,341,15,exact_hit,included_in_statistics,event_precedes_publication,2003-04-02,2020-01-09,wiki_first_revision:Future Of Mankind Contact Report 341 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-01-09,0.023537861279,"The fact is, which will of course be vehemently denied by China, that this lung disease was caused by experiments in a secret laboratory for biological weapons in the southern Chinese province of Guangdong."
epidemic,364,17,exact_hit,included_in_statistics,event_precedes_publication,2004-08-13,2020-02-06,wiki_first_revision:Future Of Mankind Contact Report 364 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-02-06,0.10935653962,"In the USA, too, an epidemic is spreading again, namely West Nile virus, which will once again cause many deaths."
epidemic,369,12,similar_only,included_in_statistics,event_precedes_publication,2004-11-12,2020-02-12,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-12,0.486668403831,Next month it will also be announced that the disease has spread to humans in Japan in the same form.
epidemic,383,32,exact_hit,included_in_statistics,event_precedes_publication,2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,0.036286266697,"At about the same time it will become known worldwide that an institute in the USA has sent nearly 4,000 samples of the very dangerous flu virus H2N2 to laboratories all over the world."
epidemic,401,10,similar_only,included_in_statistics,event_precedes_publication,2005-10-15,2020-03-26,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-03-26,0.402698867727,"But that the bird epidemic will sooner or later mutate and spread to humans and then trigger a pandemic must be assumed as probable, if the necessary and effective countermeasures are not taken now."
epidemic,441,1,miss,included_in_statistics,public_date_ok,2007-02-03,2008-02-03,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2008-02-03,0.579264739015,"Firstly, the bird epidemic will be back in the news again, in England, where the disease has already broken out in a turkey farm."
epidemic,453,14,exact_hit,included_in_statistics,event_precedes_publication,2007-07-14,2011-05-08,wiki_first_revision:Future Of Mankind Contact Report 453 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2011-05-08,0.004098354907,A new animal epidemic can be said to be out of the ordinary in Europe in the near future.
epidemic,729,12,exact_hit,included_in_statistics,event_precedes_publication,2020-01-02,2020-03-31,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-03-31,0.451864101521,"The stupidity, irrationality and stupidity of those responsible at the WHO, as well as of politicians, state leaders and those posing as medical experts, will lead in the next few months to the Corona epidemic, which will soon be renamed, spreading very widely and very quickly in the form of a pandemic."
epidemic,732,13,exact_hit,included_in_statistics,event_precedes_publication,2020-03-02,2021-07-08,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2021-07-08,0.011433112797,"more deaths will have to be mourned, as was already the case in Wuhan in the middle of last year, when the epidemic began and caused many deaths, but which was neither recognised nor known, consequently the Corona virus pandemic is rampant in all countries of the Earth."
epidemic,757,1,exact_hit,included_in_statistics,public_date_ok,2020-11-15,2020-11-22,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2021-02-06,2020-11-22,0.083381253618,"Yes, this has been happening ever since this clumsy-tramp Trump president has been loud-mouthedly trivialising the Corona rampantly spreading disease, which will soon kill around 500,000 human beings in the USA alone as a result of his imbecility."
politics_election,113,7,exact_hit,included_in_statistics,event_precedes_publication,1978-08-06,2010-11-14,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2010-11-14,0.046503045167,"At most, you may let it be reported that the new Pope will not exercise his office very long."
politics_election,113,11,exact_hit,included_in_statistics,event_precedes_publication,1978-08-06,2010-11-14,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2010-11-14,0.028983448208,"This 33-minute consultation time will also be exactly the number of days, during which he will exercise his office as Pope, then to finish his life on the 28th of September, 1978, at exactly 23:07 hrs, without anyone being with him."
politics_election,136,16,exact_hit,included_in_statistics,event_precedes_publication,1980-10-14,2007-08-10,wiki_first_revision:Future Of Mankind Contact Report 136 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,0.0088888301,"For this reason, the next great man of the United States of America will be President Ronald Reagan."
politics_election,136,52,exact_hit,included_in_statistics,event_precedes_publication,1980-10-14,2007-08-10,wiki_first_revision:Future Of Mankind Contact Report 136 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,0.321248365749,"Ronald Reagan, who will take office as US President in January 1981, appoints former NATO Supreme Allied Commander Alexander Haig as his Secretary of State (→ 4. ll./p."
politics_election,136,112,exact_hit,included_in_statistics,event_precedes_publication,1980-10-14,2007-08-10,wiki_first_revision:Future Of Mankind Contact Report 136 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,0.014184157648,"It will be on the 30th of March at the time of 21:45 hrs, in front of the Hilton Hotel in the city of his speech, where the president will be shot down by a student named John Hinckley."
politics_election,136,142,exact_hit,included_in_statistics,event_precedes_publication,1980-10-14,2007-08-10,wiki_first_revision:Future Of Mankind Contact Report 136 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,0.064493014968,"indeed he will do this already before the assassination attempt on the Pope will occur, and before, in France, the new national president named Mitterrand will be elected, who then likewise pursues a policy which leads toward the destruction of the nation and the Earth, as will be the case with the American president, Reagan."
politics_election,136,156,exact_hit,included_in_statistics,event_precedes_publication,1980-10-14,2007-08-10,wiki_first_revision:Future Of Mankind Contact Report 136 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,0.007490601548,"Pope John Paul II will be severely injured by an assassination attempt, which will likewise lead to the uncertainty that has already been addressed as to whether he will carry out his trip to Switzerland or not."
politics_election,217,3,exact_hit,included_in_statistics,event_precedes_publication,1987-05-08,2007-08-12,wiki_first_revision:Future Of Mankind Contact Report 217 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-08-12,0.27803639726,"But this will not be the case with great certainty, for already shortly after the turn of the millennium, through the irrationality of many Swiss citizens, misled by those who are irresponsible, a firm entry into the UN will take place, which will count as the beginning of the prospective catastrophe, if the prophecy of Henoch should fulfil itself, which can still be averted, however, if this people takes the initiative and brings the responsible persons of the government to reason."
politics_election,436,11,exact_hit,included_in_statistics,event_precedes_publication,2006-10-15,2020-05-11,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-05-11,0.040810542891,"There is something good to be said in passing about the USA, however, as I explained to you in a very private way at the 428th contact conversation on the 10th of July this year, namely that at the beginning of November, in the elections in the US House of Representatives, the irresponsible US President Bush, as well as his vassals and all his Republican supporters, will suffer a heavy defeat."
politics_election,448,7,exact_hit,included_in_statistics,event_precedes_publication,2007-04-27,2011-02-01,wiki_first_revision:Future Of Mankind Contact Report 448 first page revision,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2011-02-01,0.068937220296,"The English Prime Minister, Tony Blair, will announce on the 10th of May that he will leave office in June."
politics_election,459,4,exact_hit,included_in_statistics,event_precedes_publication,2008-02-03,2020-06-22,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-06-22,0.001068946985,"What will be extraordinary, however, will be revealed on the 13th of February, when the Australian Prime Minister, Kevin Rudd, will officially apologise to the Aboriginal people for the humiliating and degrading things that have been done to them over two centuries by the English immigrants and Europeans who have settled in Australia."
politics_election,459,5,exact_hit,included_in_statistics,event_precedes_publication,2008-02-03,2020-06-22,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-06-22,0.000314911035,"Then on 17 February Kosovo is declared independent, which causes unrest in Serbia and Russia as well as in other states."
politics_election,459,6,exact_hit,included_in_statistics,event_precedes_publication,2008-02-03,2020-06-22,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-06-22,0.03284055961,"Then two events occur that affect Cuba and the USA, as Fidel Castro officially resigns from his office of state, which he has held in a murderous manner since 1959 until the 21st of February."
