event_family_final,report_number,candidate_seq,match_status,final_status,public_date_status,public_date_cohort_status,public_date_cohort_reason,claimed_contact_date,earliest_provable_public_date,public_date_basis,current_public_source_tier,current_public_source_bucket,best_available_source_tier,best_available_source_bucket,earliest_primary_source_date,earliest_mirror_source_date,observed_probability_under_null,claim_normalized
epidemic,215,69,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1987-02-28,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-04,0.915953581953,"Even when the North American continent will be stricken by the most terrible catastrophe which has ever been recorded, evil military powers will wreak havoc with computerised and nuclear, biological and chemical weapons, whereby it will also happen that computerized weapons become independent and cannot be controlled any longer by human beings."
epidemic,251,34,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1995-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.94615041462,Also with the animals the mad cow disease effects will increasingly occur.
epidemic,341,15,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2003-04-02,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-01-09,0.023537861279,"In regard to the looting in Iraq, I have my suspicions, too, that looting is not only by the Iraqis, but also by members of the American Army, who will specifically steal irreplaceable Iraqi art treasures and sell them to America and elsewhere."
epidemic,364,17,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2004-08-13,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-02-06,0.10935653962,"Bird flu will also come to the fore again, not only as a result of its resurgence, but also because its transmission to animals is at last being recognised, and first and foremost to pigs, through which people in turn can fall victim to the epidemic."
epidemic,721,6,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2019-06-14,,claimed_contact_date_only,,,,,,,0.259637994979,"Especially in Europe, but also worldwide, more and more wrong decisions will be made by the governments in the coming time, and especially with regard to the epidemic that is now beginning, which you already announced in the 1990s and which will become acute in the month of November and a pandemic in 2020."
epidemic,731,2,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2020-02-03,,claimed_contact_date_only,,,,,,,0.777190330434,Our experts have established that this epidemic – of which you have spoken several times before and which is also recorded in written reports – will continue to spread rapidly worldwide in the near future and will intensify in its dangerousness and lethality and consequently also claim many human lives.
epidemic,734,1,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2020-03-22,,claimed_contact_date_only,,,,,,,0.268109806014,"The Corona epidemic will soon be rampant not only around the Earth but also in Switzerland, whereby the infection."
epidemic,767,28,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2021-02-27,,claimed_contact_date_only,,,,,,,0.296368010064,With all the testing procedures that are being carried out worldwide by all vaccine manufacturers – without conscience on the willing and trusting of Earth's humanity who are afraid of the rampantly spreading disease – it is assumed that through all these abusive tests effective vaccines will have been created next year and will then be rightfully put into use.
epidemic,779,233,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2021-10-06,,claimed_contact_date_only,,,,,,,0.728299349343,"Then, due to the carelessness of a laboratory worker, he or she will become infected with the newly developed virus and infect other human beings, who will carry the virus further and cause an epidemic that will soon spread worldwide, causing a pandemic and, moreover, influencing the emerging flu viruses from then on, which, however, can neither be proven by virologists nor by medical doctors, because research into this foreign mutation is far beyond their knowledge and abilities."
politics_election,225,7,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1988-12-31,,claimed_contact_date_only,,,,,,,1.0,"This is, indeed, extremely unfortunate, but sooner or later, benefit will also arise from this for the fallible ones, when they must recognise the reality of the whole thing through bitter experiences and find out that they did great injustice with their thoughtless and false statements, and to be sure, both to you as well as to us."
volcano,72,1,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1977-02-03,,claimed_contact_date_only,,,,,,,1.0,"Here, this is a volcano region, and the zone here around it is severely endangered in the future if the volcano again awakens to activity, which is to say, will certainly not occur very soon."
volcano,182,19,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1983-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-09-27,0.270075967129,"Around the turning point of March/April, so in less than a month, the Mount Etna volcano in Sicily will again eject large quantities of its red-hot interior."
volcano,214,26,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1987-02-03,,claimed_contact_date_only,,,,,,,1.0,"But since we are already talking about volcanism: How is it, actually, in Italy with Mount Vesuvius? To my knowledge, this is still active, and if it comes to an eruption, it will presumably come to a worse disaster than what was the case on the 24th of August, A.D."
volcano,241,47,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1992-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.360942723496,Or that the volcano Etna on Sicily will not calm down so quickly.
volcano,241,48,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1992-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.360942723496,"will also develop dangerous activities in the month of April, as it will also be in Nicaragua with the volcano Cerro Negro, while at the same time especially in America large fire conflagurations will haunt various national parks and also the International Peace Park."
volcano,400,3,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2005-09-25,,claimed_contact_date_only,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.792251812856,"At about the same time, El Salvador will be hit by a volcanic eruption of the Ilamatepec and a catastrophe of many landslides due to torrential rains caused by a big hurricane called 'Stan', which will affect about 300 villages and cause the loss of lives."
volcano,444,3,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2007-02-23,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-02-03,0.698805788088,"Towards the end of this month of February, after four years of dormancy in the Mediterranean, the Italian volcano Stromboli will begin to become active again, leading to an indirect series of seaquakes near the Greek peninsula of Chalkidiki."
volcano,779,464,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2021-10-06,,claimed_contact_date_only,,,,,,,1.0,"However, as I mentioned in my prediction on 7 July, the Hibok-Hibok volcano on the island of Camiguin in the Philippines, for example, will also erupt in 1951, as will the Lamington volcano in Papua New Guinea, which will cost over 6000 human lives."
