event_family_final,report_number,candidate_seq,match_status,final_status,public_date_status,public_date_cohort_status,public_date_cohort_reason,claimed_contact_date,earliest_provable_public_date,public_date_basis,current_public_source_tier,current_public_source_bucket,best_available_source_tier,best_available_source_bucket,earliest_primary_source_date,earliest_mirror_source_date,observed_probability_under_null,claim_normalized
earthquake,436,5,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2006-10-15,2020-05-11,manual_source_link,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-05-11,0.976566576665,"This is indeed the case because we are doing a small study on seaquakes and earthquakes, and they are related to a major seaquake of magnitude 8.1 that will occur on the 15th of November near the Kuril Islands north of Japan."
earthquake,446,8,similar_only,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2007-03-17,,claimed_contact_date_only,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-05-25,0.023160954674,"in the cities will be all the greater because the quake will also spread over hundreds of kilometres across the country, which is why Tokyo on the east side of Japan will also be affected."
earthquake,446,10,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2007-03-17,,claimed_contact_date_only,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-05-25,0.001600206137,"On the 13th of April, a major earthquake of magnitude 6.3 occurs in the Acapulco region of Mexico, shaking large parts of the country as far as the capital."
earthquake,455,6,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2007-10-29,,claimed_contact_date_only,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-06-17,0.047991365871,"Then, on the 14th of November Chile is hit by a 7.8 magnitude quake, causing considerable damage to houses and other buildings."
earthquake,683,15,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2017-06-10,2021-01-02,manual_source_link:Future Of Mankind Contact Report 683 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2021-01-02,0.999948340437,"For Switzerland, it was the largest natural disaster to occur in historical times after the Basel earthquake of 1356, which, as I remember Sfath explaining, was to be calculated with a magnitude of 7.1 on the Richter scale and occurred on the 18th of October 1356, whereby the epicentre was near Reinach/Baselland, i.e."
epidemic,215,69,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1987-02-28,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-04,0.915953581953,"Even when the North American continent will be stricken by the most terrible catastrophe which has ever been recorded, evil military powers will wreak havoc with computerised and nuclear, biological and chemical weapons, whereby it will also happen that computerized weapons become independent and cannot be controlled any longer by human beings."
epidemic,251,34,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1995-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.94615041462,Also with the animals the mad cow disease effects will increasingly occur.
epidemic,341,15,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2003-04-02,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-01-09,0.023537861279,"In regard to the looting in Iraq, I have my suspicions, too, that looting is not only by the Iraqis, but also by members of the American Army, who will specifically steal irreplaceable Iraqi art treasures and sell them to America and elsewhere."
epidemic,364,17,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2004-08-13,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2020-02-06,0.10935653962,"Bird flu will also come to the fore again, not only as a result of its resurgence, but also because its transmission to animals is at last being recognised, and first and foremost to pigs, through which people in turn can fall victim to the epidemic."
epidemic,369,2,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2004-11-12,2020-02-12,manual_source_link:Future Of Mankind Contact Report 369 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-12,0.539500500044,"In the near future, however, it will be the case that those responsible will take a stand on the problem of the AIDS epidemic and publicly admit that the AIDS problem is also rampant in China."
epidemic,441,1,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2007-02-03,2008-02-03,wiki_first_revision:Future Of Mankind Contact Report 441 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2008-02-03,0.579264739015,"Firstly, the bird epidemic will be back in the news again, in England, where the disease has already broken out in a turkey farm."
epidemic,721,6,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2019-06-14,,claimed_contact_date_only,,,,,,,0.259637994979,"Especially in Europe, but also worldwide, more and more wrong decisions will be made by the governments in the coming time, and especially with regard to the epidemic that is now beginning, which you already announced in the 1990s and which will become acute in the month of November and a pandemic in 2020."
epidemic,731,2,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2020-02-03,,claimed_contact_date_only,,,,,,,0.777190330434,Our experts have established that this epidemic – of which you have spoken several times before and which is also recorded in written reports – will continue to spread rapidly worldwide in the near future and will intensify in its dangerousness and lethality and consequently also claim many human lives.
epidemic,732,2,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2020-03-02,2021-07-08,manual_source_link:Future Of Mankind Contact Report 732 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2021-07-08,0.324835844444,"In addition, in the near future and in the next month of April, various freely invented 'factual reports' will be disseminated in the public media in Europe, supposedly concerning the 'truth' about the emergence, the becoming known and the many alleged circumstances in China with regard to the Corona virus."
epidemic,734,1,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2020-03-22,,claimed_contact_date_only,,,,,,,0.268109806014,"The Corona epidemic will soon be rampant not only around the Earth but also in Switzerland, whereby the infection."
epidemic,757,1,exact_hit,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2020-11-15,2020-11-22,wiki_first_revision:Future Of Mankind Contact Report 757 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2021-02-06,2020-11-22,0.083381253618,"Yes, this has been happening ever since this clumsy-tramp Trump president has been loud-mouthedly trivialising the Corona rampantly spreading disease, which will soon kill around 500,000 human beings in the USA alone as a result of his imbecility."
epidemic,767,28,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2021-02-27,,claimed_contact_date_only,,,,,,,0.296368010064,With all the testing procedures that are being carried out worldwide by all vaccine manufacturers – without conscience on the willing and trusting of Earth's humanity who are afraid of the rampantly spreading disease – it is assumed that through all these abusive tests effective vaccines will have been created next year and will then be rightfully put into use.
epidemic,779,233,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2021-10-06,,claimed_contact_date_only,,,,,,,0.728299349343,"Then, due to the carelessness of a laboratory worker, he or she will become infected with the newly developed virus and infect other human beings, who will carry the virus further and cause an epidemic that will soon spread worldwide, causing a pandemic and, moreover, influencing the emerging flu viruses from then on, which, however, can neither be proven by virologists nor by medical doctors, because research into this foreign mutation is far beyond their knowledge and abilities."
politics_election,136,138,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,The election of Karol Wojtyla as Pope on the 16th of October 1978 was considered a sensation: he is the first non-Italian incumbent since the Dutchman Hadrian VI in 1522. The proposal for his election came mainly from Austrian and German cardinals.
politics_election,136,139,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"The first Polish Pope, he was born in Wadowice on the 18th of May 1920, became Archbishop of Krakow in early 1964, and in 1967 became the second Polish Cardinal, alongside Cardinal Stefan Wyszynski."
politics_election,136,148,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"This also is the sign that the Pope in Rome will soon begin to make common cause with, the government of the land of Israel, which essentially belongs to Arabia, by which the Pope would be stupid enough not to recognise, that he also is only exploited by Israel's power mongers as a means to an end for their dark and opaque plans."
politics_election,136,161,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"Stefan Wyszyński, born on the 3rd of August 1901 in Zuzela (eastern Poland), became Bishop of Lublin in 1946. In 1948, the Pope appointed him as the youngest bishop to be Archbishop of Gniezno and Warsaw and thus Primate of Poland."
politics_election,136,211,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"Executions in Iran have continued to increase since the ouster of Iranian President Aböl Hassan Banisadr on the 21st of June 1981. Above all, members of the oppositional, left-wing ""Mujahideen-e-Chalq"" are sentenced to death."
politics_election,136,221,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"The assassins arrested after the murder of Egyptian President Sadat will soon be tried by a military court, according to Defence Minister Abdel Halem Abu Gasalla."
politics_election,150,105,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1981-10-10,2009-10-13,wiki_first_revision:Future Of Mankind Contact Report 150 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-10-13,1.0,"That is of correctness, because the next ones to equal Begin are not yet in office, whereas in later times the worst people's criminal and murderer will be Ariel Sharon, whose swearing-in as Prime Minister will take place on the 6th of February 2001."
politics_election,225,7,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1988-12-31,,claimed_contact_date_only,,,,,,,1.0,"This is, indeed, extremely unfortunate, but sooner or later, benefit will also arise from this for the fallible ones, when they must recognise the reality of the whole thing through bitter experiences and find out that they did great injustice with their thoughtless and false statements, and to be sure, both to you as well as to us."
storm,395,6,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2005-07-16,2020-03-17,wiki_first_revision:Future Of Mankind Contact Report 395 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-03-17,1.0,"On 25th July, a special event will occur, namely that in Switzerland over Lake Constance a tornado will form unusually quickly, which will break out of nowhere and cause very serious damage, destroying a number of small airplanes as well as small ships and buildings and even large and very old trees, etc."
volcano,72,1,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1977-02-03,,claimed_contact_date_only,,,,,,,1.0,"Here, this is a volcano region, and the zone here around it is severely endangered in the future if the volcano again awakens to activity, which is to say, will certainly not occur very soon."
volcano,182,19,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1983-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-09-27,0.270075967129,"Around the turning point of March/April, so in less than a month, the Mount Etna volcano in Sicily will again eject large quantities of its red-hot interior."
volcano,214,26,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1987-02-03,,claimed_contact_date_only,,,,,,,1.0,"But since we are already talking about volcanism: How is it, actually, in Italy with Mount Vesuvius? To my knowledge, this is still active, and if it comes to an eruption, it will presumably come to a worse disaster than what was the case on the 24th of August, A.D."
volcano,238,41,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1991-05-18,2007-08-08,wiki_first_revision:Future Of Mankind Contact Report 238 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-08,1.0,"Japan is also talking about other things in the near future and not because of the volcano Unzendake, of which I already reported, but because of an oil tanker with the name 'Tenyo Maru', which will suffer a heavy accident and lose large quantities of oil and endanger the coast and thus a lot of natural life, as it always occurs in such cases."
volcano,241,47,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1992-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.360942723496,Or that the volcano Etna on Sicily will not calm down so quickly.
volcano,241,48,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,1992-02-03,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2007-10-05,0.360942723496,"will also develop dangerous activities in the month of April, as it will also be in Nicaragua with the volcano Cerro Negro, while at the same time especially in America large fire conflagurations will haunt various national parks and also the International Peace Park."
volcano,366,13,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2004-09-03,2020-02-11,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-02-11,1e-12,"But this will not be the end of the hurricanes in the Caribbean, because this storm will also be followed by the next one immediately."
volcano,383,13,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,1.0,"Elsewhere, on the 27th/28th of March in Mexico, the volcano Colimo begins to erupt again, while in Monaco Prince Rainier III falls seriously ill and hovers for weeks between life and death, his purely physical functions being maintained for weeks only by apparatus, before he dies on the 6th of April."
volcano,400,3,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2005-09-25,,claimed_contact_date_only,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-08-28,0.792251812856,"At about the same time, El Salvador will be hit by a volcanic eruption of the Ilamatepec and a catastrophe of many landslides due to torrential rains caused by a big hurricane called 'Stan', which will affect about 300 villages and cause the loss of lives."
volcano,444,3,exact_hit,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2007-02-23,,claimed_contact_date_only,mirror_revision_timestamp,mirror,mirror_revision_timestamp,mirror,,2008-02-03,0.698805788088,"Towards the end of this month of February, after four years of dormancy in the Mediterranean, the Italian volcano Stromboli will begin to become active again, leading to an indirect series of seaquakes near the Greek peninsula of Chalkidiki."
volcano,779,464,miss,included_in_statistics,no_public_date_evidence,pending_more_public_evidence,The row does not yet have enough public-date evidence to enter or fail the current strict cohort.,2021-10-06,,claimed_contact_date_only,,,,,,,1.0,"However, as I mentioned in my prediction on 7 July, the Hibok-Hibok volcano on the island of Camiguin in the Philippines, for example, will also erupt in 1951, as will the Lamington volcano in Papua New Guinea, which will cost over 6000 human lives."
