event_family_final,report_number,candidate_seq,match_status,final_status,public_date_status,public_date_cohort_status,public_date_cohort_reason,claimed_contact_date,earliest_provable_public_date,public_date_basis,current_public_source_tier,current_public_source_bucket,best_available_source_tier,best_available_source_bucket,earliest_primary_source_date,earliest_mirror_source_date,observed_probability_under_null,claim_normalized
politics_election,136,139,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"The first Polish Pope, he was born in Wadowice on the 18th of May 1920, became Archbishop of Krakow in early 1964, and in 1967 became the second Polish Cardinal, alongside Cardinal Stefan Wyszynski."
politics_election,136,148,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"This also is the sign that the Pope in Rome will soon begin to make common cause with, the government of the land of Israel, which essentially belongs to Arabia, by which the Pope would be stupid enough not to recognise, that he also is only exploited by Israel's power mongers as a means to an end for their dark and opaque plans."
politics_election,136,161,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"Stefan Wyszyński, born on the 3rd of August 1901 in Zuzela (eastern Poland), became Bishop of Lublin in 1946. In 1948, the Pope appointed him as the youngest bishop to be Archbishop of Gniezno and Warsaw and thus Primate of Poland."
politics_election,136,211,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"Executions in Iran have continued to increase since the ouster of Iranian President Aböl Hassan Banisadr on the 21st of June 1981. Above all, members of the oppositional, left-wing ""Mujahideen-e-Chalq"" are sentenced to death."
politics_election,136,221,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1980-10-14,2007-08-10,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-10,1.0,"The assassins arrested after the murder of Egyptian President Sadat will soon be tried by a military court, according to Defence Minister Abdel Halem Abu Gasalla."
politics_election,150,105,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1981-10-10,2009-10-13,wiki_first_revision:Future Of Mankind Contact Report 150 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2009-10-13,1.0,"That is of correctness, because the next ones to equal Begin are not yet in office, whereas in later times the worst people's criminal and murderer will be Ariel Sharon, whose swearing-in as Prime Minister will take place on the 6th of February 2001."
storm,395,6,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2005-07-16,2020-03-17,wiki_first_revision:Future Of Mankind Contact Report 395 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-03-17,1.0,"On 25th July, a special event will occur, namely that in Switzerland over Lake Constance a tornado will form unusually quickly, which will break out of nowhere and cause very serious damage, destroying a number of small airplanes as well as small ships and buildings and even large and very old trees, etc."
volcano,238,41,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",1991-05-18,2007-08-08,wiki_first_revision:Future Of Mankind Contact Report 238 first page revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2007-08-08,1.0,"Japan is also talking about other things in the near future and not because of the volcano Unzendake, of which I already reported, but because of an oil tanker with the name 'Tenyo Maru', which will suffer a heavy accident and lose large quantities of oil and endanger the coast and thus a lot of natural life, as it always occurs in such cases."
volcano,366,13,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2004-09-03,2020-02-11,wiki_first_revision,mirror_revision_timestamp,mirror,official_figu_original,primary_official,2022-10-21,2020-02-11,1e-12,"But this will not be the end of the hurricanes in the Caribbean, because this storm will also be followed by the next one immediately."
volcano,383,13,miss,included_in_statistics,public_date_ok,included_in_current_public_date_cohort,"The current provable public date does not postdate the matched observed event, so the row remains in the current public-date-clean cohort.",2005-03-17,2020-02-27,manual_source_link:Future Of Mankind Contact Report 383 English translation page,mirror_translation_page,mirror,official_figu_original,primary_official,2022-10-21,2020-02-27,1.0,"Elsewhere, on the 27th/28th of March in Mexico, the volcano Colimo begins to erupt again, while in Monaco Prince Rainier III falls seriously ill and hovers for weeks between life and death, his purely physical functions being maintained for weeks only by apparatus, before he dies on the 6th of April."
